Temperature_K_,Field_T_,FieldAngle_deg_,CriticalCurrent_A_,CriticalCurrentPerCmWidth_A_cm_,n_value
55,0.3,220,205.22,513.05,19.72
55,0.3,215,204.58,511.44,19.45
55.01,0.3,210,206.22,515.56,20.22
55,0.3,205,208.24,520.6,21.3
55,0.3,200,210.48,526.21,21.83
55,0.3,195,212.67,531.68,21.58
55,0.3,190,215.55,538.87,22.52
55,0.3,185,217.69,544.21,22.22
55.01,0.3,180,219.44,548.6,22.48
54.99,0.3,175,220.37,550.92,22.2
55.01,0.3,170,220.71,551.78,22.45
55,0.3,165,219.2,548,21.6
54.99,0.3,160,218.53,546.32,21.96
55.02,0.3,155,217.12,542.8,21.7
55,0.3,150,214.97,537.43,20.5
55,0.3,145,212.88,532.2,19.29
55.01,0.3,140,213.87,534.67,19.71
55,0.3,135,214.64,536.6,19.5
55,0.3,130,216.92,542.29,19.63
54.99,0.3,125,219.36,548.4,18.7
55,0.3,120,223.26,558.15,18.06
55,0.3,115,227.36,568.39,16.41
55,0.3,110,236.2,590.49,15.86
55,0.3,105,245.75,614.37,14.43
55,0.3,102,254.02,635.04,14.04
54.99,0.3,99,264.1,660.25,14.26
55.01,0.3,96,270.49,676.22,13.75
55,0.3,94,273.04,682.59,13.36
54.99,0.3,92,274.33,685.81,13.63
55,0.3,90,273.94,684.84,13.94
55,0.3,88,269.77,674.42,13.76
55,0.3,86,263.8,659.5,13.7
55,0.3,84,258.94,647.35,14.32
55.01,0.3,81,248.45,621.13,14.29
55,0.3,78,240.38,600.94,14.98
54.99,0.3,75,233.97,584.92,16
55,0.3,70,224.65,561.64,16.76
54.99,0.3,65,217.85,544.62,17.53
55,0.3,60,213.17,532.93,18.09
55.01,0.3,55,209.82,524.55,18.53
54.99,0.3,50,208.13,520.33,19.49
55.01,0.3,45,206.79,516.97,19.66
55.01,0.3,40,206.24,515.6,19.76
55.01,0.3,35,206.97,517.43,20.39
55,0.3,30,208.43,521.09,20.93
55.01,0.3,25,210.38,525.96,21.54
54.99,0.3,20,212.23,530.57,21.27
54.99,0.3,15,215.17,537.92,22.19
55.01,0.3,10,217.13,542.83,22.03
55,0.3,5,219.01,547.53,22.26
54.99,0.2,240,263.76,659.4,16.74
54.99,0.2,235,259.47,648.68,17.49
54.99,0.2,230,255.83,639.56,18.37
55,0.2,225,251.24,628.09,17.64
54.99,0.2,220,251.41,628.52,19.03
55.01,0.2,215,248.7,621.76,18.09
55.01,0.2,210,250.38,625.95,19.46
54.99,0.2,205,252.62,631.55,20.7
55.01,0.2,200,254.24,635.6,21.13
55,0.2,195,255.79,639.48,21.06
55,0.2,190,258.53,646.32,21.68
55,0.2,185,260.83,652.06,22.24
55,0.2,180,262.2,655.51,21.7
55,0.2,175,264.66,661.64,22.45
54.99,0.2,170,265.98,664.94,22.62
55.01,0.2,165,266.5,666.25,22.36
55,0.2,160,266.54,666.35,22
55.02,0.2,155,265.66,664.14,21.14
55,0.2,150,265.95,664.87,21.15
55,0.2,145,266.75,666.86,21.21
55.02,0.2,140,266.45,666.12,19.64
54.98,0.2,135,267.25,668.13,19.05
55.01,0.2,130,270.12,675.31,18.66
54.98,0.2,125,273.64,684.1,18.63
54.99,0.2,120,274.76,686.91,16.23
55.01,0.2,115,283.54,708.85,16.84
54.99,0.2,110,291.84,729.59,16.67
55,0.2,105,299.89,749.73,15.84
55,0.2,102,304.4,760.99,15.44
55,0.2,99,309.35,773.38,15.49
55,0.2,96,311.32,778.3,15.07
55,0.2,94,312.75,781.86,15.12
55,0.2,92,314.15,785.36,15.56
55,0.2,90,312.53,781.33,15.27
54.99,0.2,88,311.57,778.92,15.42
54.99,0.2,86,308.37,770.92,15.18
55,0.2,84,306.11,765.27,15.68
55,0.2,81,300.44,751.1,15.77
55,0.2,78,294.61,736.53,16.1
55,0.2,75,288.23,720.57,16.24
55,0.2,70,283.03,707.58,19.95
55,0.2,65,272.87,682.18,18.13
55,0.2,60,266.34,665.85,18.26
55.01,0.2,55,262.16,655.4,18.92
55,0.2,50,259.22,648.06,19.66
55.01,0.2,45,256.74,641.85,19.57
54.99,0.2,40,255.99,639.98,20.07
55.01,0.2,35,256.46,641.16,20.65
55,0.2,30,256.87,642.17,20.91
55,0.2,25,257.53,643.83,21.07
55,0.2,20,259.03,647.58,21.57
55,0.2,15,260.78,651.96,22.1
54.99,0.2,10,262.17,655.43,22.26
55,0.2,5,262.81,657.02,21.98
55,0.15,240,303.86,759.64,17.46
54.98,0.15,235,297.52,743.8,17.57
55.01,0.15,230,292.97,732.42,18.06
55,0.15,225,289.18,722.96,18.48
55,0.15,220,287.92,719.79,19.11
55,0.15,215,286.86,717.14,19.86
55.01,0.15,210,286.32,715.81,20.15
55.01,0.15,205,287.17,717.91,20.78
55.01,0.15,200,287.02,717.54,20.61
54.99,0.15,195,288.88,722.2,21.27
55.01,0.15,190,290.76,726.9,21.41
54.99,0.15,185,293.25,733.12,22.02
55.01,0.15,180,295.56,738.89,22.62
54.99,0.15,175,295.85,739.63,21.31
55,0.15,170,299.06,747.64,22.44
55,0.15,165,301.31,753.26,23.08
55,0.15,160,302,755.01,22.48
55.02,0.15,155,302.01,755.01,21.15
54.99,0.15,150,304.51,761.28,21.75
55,0.15,145,302.64,756.61,19.54
55.01,0.15,140,306.22,765.55,20.1
54.99,0.15,135,308.62,771.55,19.96
55,0.15,130,310.63,776.59,19.02
55,0.15,125,315.64,789.1,19.39
55,0.15,120,318.78,796.96,18.35
55,0.15,115,326.84,817.11,19.04
54.99,0.15,110,330.49,826.22,17.78
55,0.15,105,334.79,836.98,17.01
54.99,0.15,102,338.02,845.05,17.28
55,0.15,99,339.98,849.94,16.84
55,0.15,96,341.62,854.06,16.75
55,0.15,94,339.82,849.55,15.77
55,0.15,92,342.45,856.14,16.86
55,0.15,90,341.86,854.66,16.74
55,0.15,88,338.33,845.84,16.26
55,0.15,86,339.18,847.95,16.72
55,0.15,84,337.8,844.49,17.08
55,0.15,81,334.29,835.73,17.01
55,0.15,78,330.55,826.39,17.35
55,0.15,75,326.31,815.78,17.32
55,0.15,70,319.52,798.8,17.99
55,0.15,65,312.73,781.83,18.35
55.01,0.15,60,307.03,767.58,18.83
54.99,0.15,55,302.12,755.29,19.17
55,0.15,50,298.81,747.02,19.92
54.99,0.15,45,296.85,742.13,20.61
54.99,0.15,40,294.08,735.19,20.16
55.01,0.15,35,295.33,738.32,21.97
55,0.15,30,293.8,734.5,21.36
55,0.15,25,294.03,735.07,21.76
54.99,0.15,20,294.79,736.98,22.31
55.01,0.15,15,295.36,738.41,22.27
54.99,0.15,10,296.6,741.5,23.23
55,0.15,5,295.91,739.77,22.37
55,0.1,240,352.79,881.97,18.63
54.99,0.1,235,349.56,873.9,19.42
55,0.1,230,342.94,857.34,18.38
54.99,0.1,225,342.05,855.13,19.69
55.01,0.1,220,337.74,844.34,19.2
55.01,0.1,215,337.38,843.45,20.49
55.01,0.1,210,335.05,837.63,20.23
54.99,0.1,205,334.91,837.27,20.65
55.01,0.1,200,336.65,841.63,21.85
54.99,0.1,195,336.35,840.88,21.91
55.01,0.1,190,337.57,843.92,21.9
55,0.1,185,339.01,847.53,22.43
55.01,0.1,180,340.45,851.14,22.51
55,0.1,175,345.64,864.09,26.38
55,0.1,170,343.97,859.93,22.37
55.01,0.1,165,347.43,868.57,23.4
54.99,0.1,160,348.72,871.8,22.66
55.02,0.1,155,352.63,881.57,23.42
55,0.1,150,353.46,883.65,22.21
55,0.1,145,356.84,892.11,22.3
54.99,0.1,140,359.74,899.34,22.32
54.99,0.1,135,361.28,903.19,21.36
55.01,0.1,130,364.88,912.19,21.31
55.01,0.1,125,366.89,917.22,20.35
55.01,0.1,120,372.17,930.44,21.42
55,0.1,115,373.85,934.61,20.32
55.01,0.1,110,376.68,941.7,20.09
55.01,0.1,105,378.03,945.06,19.36
55.01,0.1,102,379.24,948.1,19.25
55.02,0.1,99,380.48,951.21,19.38
54.99,0.1,96,380.9,952.26,19.51
55,0.1,94,380.33,950.82,19.06
55,0.1,92,381.65,954.13,19.58
55,0.1,90,379.96,949.91,19.05
55,0.1,88,379.76,949.41,19.22
55,0.1,86,378.68,946.69,18.98
55,0.1,84,378.01,945.02,19.07
55,0.1,81,378.26,945.65,20.09
55,0.1,78,374.02,935.06,19.17
54.99,0.1,75,372.56,931.39,19.5
55,0.1,70,369.36,923.4,20.1
55.01,0.1,65,365.56,913.91,20.64
55.01,0.1,60,359.79,899.48,20.18
55.01,0.1,55,356.63,891.57,20.83
54.98,0.1,50,352.45,881.13,20.67
55,0.1,45,350.2,875.51,21.52
55.01,0.1,40,347.46,868.65,21.53
55,0.1,35,345.63,864.08,22.23
55.01,0.1,30,343.58,858.95,22.08
55.01,0.1,25,343.05,857.62,22.14
55.01,0.1,20,342.57,856.43,22.52
55.01,0.1,15,342.54,856.34,22.72
55,0.1,10,341.41,853.51,22.4
55.01,0.1,5,340.52,851.3,21.89
55,0.07,240,383.52,958.81,20.21
54.99,0.07,235,380.46,951.15,20.14
54.99,0.07,230,378.33,945.83,20.71
55.01,0.07,225,376.67,941.67,21.08
55,0.07,220,374.64,936.61,21.35
55.01,0.07,215,373.56,933.9,21.62
55.01,0.07,210,372.11,930.27,21.61
54.99,0.07,205,369.88,924.69,21.05
55.01,0.07,200,371.55,928.87,22.43
54.99,0.07,195,370.71,926.77,22.02
55.01,0.07,190,371.36,928.39,22.41
55.01,0.07,185,372.55,931.38,22.83
55.01,0.07,180,372.8,932,22.64
55,0.07,175,374.43,936.07,23.15
55.01,0.07,170,375.34,938.34,22.83
55,0.07,165,379.41,948.52,24.6
55,0.07,160,381.64,954.1,23.99
55.01,0.07,155,382.86,957.16,23.53
55.01,0.07,150,385.64,964.1,24.07
55,0.07,145,386.8,967.01,23.05
55.02,0.07,140,391.06,977.64,24.02
55.01,0.07,135,392.98,982.45,23.13
55.01,0.07,130,395.55,988.88,23.15
54.99,0.07,125,398.36,995.89,23.2
55,0.07,120,400.37,1000.93,22.73
54.99,0.07,115,402.94,1007.35,22.88
54.99,0.07,110,403.48,1008.69,21.95
55,0.07,105,405.89,1014.72,22.46
55.01,0.07,102,407.33,1018.33,22.87
54.98,0.07,99,406.96,1017.39,22.13
55,0.07,96,407.56,1018.91,22.33
55,0.07,94,402.28,1005.71,19.9
54.99,0.07,92,407.02,1017.54,22.34
55,0.07,90,406.47,1016.18,21.82
55.01,0.07,88,406.84,1017.1,22.23
55,0.07,86,405.54,1013.85,22.02
55,0.07,84,405.95,1014.87,22.28
55,0.07,81,404.45,1011.13,22.1
55,0.07,78,403.06,1007.65,22.04
55.01,0.07,75,402.28,1005.71,22.3
55,0.07,70,393.88,984.71,19.48
55.01,0.07,65,397.37,993.42,22.66
55,0.07,60,393.64,984.1,22.43
55.01,0.07,55,391.85,979.62,23.33
55.01,0.07,50,387.99,969.97,22.68
55.01,0.07,45,385.66,964.15,23
55.01,0.07,40,382.49,956.23,22.91
55,0.07,35,380.54,951.35,22.94
55,0.07,30,378.16,945.4,22.74
55,0.07,25,376.25,940.63,22.97
55,0.07,20,375.65,939.12,22.93
55.01,0.07,15,374.92,937.29,23.14
54.99,0.07,10,373.73,934.33,22.2
54.99,0.07,5,373.4,933.5,22.01
55.01,0.05,240,401.16,1002.89,21.25
54.99,0.05,235,400.17,1000.43,21.74
54.99,0.05,230,398.25,995.62,21.62
54.99,0.05,225,396.77,991.93,21.66
55,0.05,220,396.43,991.07,22.31
55.01,0.05,215,395.87,989.67,22.51
55,0.05,210,394.49,986.23,22.42
55,0.05,205,393.46,983.66,22.33
55.01,0.05,200,393.13,982.83,22.49
55,0.05,195,392.9,982.24,22.47
55.01,0.05,190,393.02,982.54,22.7
55,0.05,185,395,987.51,23.38
55.01,0.05,180,395.34,988.35,23.47
55,0.05,175,395.92,989.8,23.55
55,0.05,170,397.44,993.59,23.85
55.01,0.05,165,398.1,995.25,23.91
55,0.05,160,400.58,1001.45,24.33
55.01,0.05,155,400.97,1002.43,23.4
55.01,0.05,150,402.57,1006.42,23.77
55,0.05,145,405.44,1013.61,24.38
55,0.05,140,407.19,1017.96,24.5
54.99,0.05,135,409.1,1022.75,24.38
54.98,0.05,130,410.65,1026.63,24.05
55,0.05,125,414.56,1036.41,25.31
55,0.05,120,413.46,1033.64,23.66
55,0.05,115,416.93,1042.32,24.98
55,0.05,110,418.74,1046.84,25.1
55,0.05,105,418,1045,23.78
54.99,0.05,102,418.24,1045.6,23.57
54.99,0.05,99,419.27,1048.19,23.9
54.99,0.05,96,419.8,1049.5,23.94
55,0.05,94,419.12,1047.79,23.69
55,0.05,92,419.09,1047.72,23.62
55.01,0.05,90,419.43,1048.57,23.85
55,0.05,88,419.58,1048.94,23.89
55,0.05,86,418.74,1046.85,23.57
55,0.05,84,417.86,1044.65,23.52
55,0.05,81,418.53,1046.32,24.37
55,0.05,78,418.53,1046.32,24.57
55,0.05,75,416.67,1041.68,23.98
55,0.05,70,415.41,1038.53,24.11
55,0.05,65,413.5,1033.74,24.04
55,0.049,60,412.34,1030.86,24.5
55.01,0.05,55,409.37,1023.43,23.93
55,0.05,50,408.09,1020.22,24.54
55.01,0.05,45,404.65,1011.63,23.68
55.01,0.05,40,402.94,1007.35,23.75
55,0.05,35,401.44,1003.6,24.33
55.01,0.05,30,398.51,996.28,23.34
55,0.05,25,397.95,994.86,23.73
55,0.05,20,395.25,988.12,22.46
55,0.05,15,396.2,990.5,23.13
55.01,0.05,10,396.4,991.01,23.5
54.99,0.05,5,395.74,989.36,23.13
55.01,0.03,240,415.64,1039.11,23.23
54.99,0.03,235,414.82,1037.05,23.22
55,0.03,230,413.91,1034.78,22.98
55,0.03,225,413.31,1033.27,22.94
55,0.03,220,412.89,1032.23,23.12
55.01,0.03,215,412.74,1031.85,23.23
55,0.03,210,411.78,1029.46,23.07
55,0.03,205,411.96,1029.9,23.33
55.01,0.03,200,410.55,1026.37,22.76
54.99,0.03,195,412.61,1031.52,24.04
55.01,0.03,190,411.88,1029.71,23.55
55,0.03,185,412.89,1032.24,23.94
55.02,0.03,180,412.32,1030.8,23.8
55,0.03,175,411.98,1029.94,23.24
55,0.03,170,412.9,1032.25,23.7
55.01,0.03,165,414.64,1036.6,24.27
55,0.03,160,414.94,1037.35,23.99
55.01,0.03,155,416.01,1040.03,24.52
55,0.03,150,416.24,1040.6,24.18
55,0.03,145,419.21,1048.03,25.82
55.02,0.03,140,417.41,1043.52,23.89
55,0.03,135,419.05,1047.62,24.36
55.01,0.03,130,419.79,1049.49,24.24
55,0.03,125,420.45,1051.11,24.2
55,0.03,120,420.89,1052.22,24.04
55,0.03,115,422.34,1055.85,24.38
55,0.03,110,424.2,1060.51,25.02
55.01,0.03,105,424.08,1060.19,24.59
55,0.03,102,423.99,1059.98,24.54
55,0.03,99,424.58,1061.45,24.55
55,0.03,96,424.62,1061.56,24.58
55,0.03,94,424.84,1062.09,24.58
55,0.03,92,424.43,1061.07,24.32
55,0.03,90,425.05,1062.63,24.73
55,0.03,88,425.39,1063.47,24.98
55,0.03,86,425,1062.51,24.69
55,0.03,84,425.1,1062.74,24.87
55,0.03,81,424.85,1062.13,24.84
55,0.03,78,424.16,1060.41,24.56
55,0.03,75,424.69,1061.73,25.06
55,0.03,70,423.57,1058.93,24.82
55.01,0.029,65,421.82,1054.54,24.23
55,0.03,60,421.57,1053.91,24.57
55.01,0.03,55,419.54,1048.86,24.05
55.01,0.03,50,420.2,1050.5,24.81
55,0.03,45,418.2,1045.5,24.62
55.01,0.03,40,417.08,1042.7,24.5
55.01,0.03,35,415.64,1039.1,24.3
55,0.03,30,415.44,1038.6,24.44
55,0.03,25,415.42,1038.55,24.54
55,0.03,20,413.62,1034.06,23.84
55,0.03,15,413.5,1033.75,23.84
55,0.03,10,415.51,1038.78,25
55,0.03,5,412.98,1032.46,23.51
55,0.02,240,420.07,1050.17,23.57
54.99,0.02,235,419.76,1049.41,23.44
54.99,0.02,230,419.33,1048.32,23.4
55,0.02,225,418.05,1045.13,22.99
55.01,0.02,220,418.44,1046.09,23.46
55.01,0.02,215,418.61,1046.51,23.56
55.01,0.02,210,418.16,1045.39,23.42
55,0.02,205,417.81,1044.52,23.36
55.01,0.02,200,417.66,1044.14,23.29
55,0.02,195,417.1,1042.76,23.07
55,0.02,190,418.23,1045.58,23.74
55.01,0.02,185,418.52,1046.29,23.69
55,0.02,180,417.64,1044.1,23.46
55,0.02,175,418.31,1045.78,23.46
55,0.02,170,418.85,1047.14,23.92
55.01,0.02,165,418.55,1046.36,23.32
55,0.02,160,419.54,1048.85,23.96
55.01,0.02,155,420.04,1050.09,23.98
55,0.02,150,420.36,1050.9,23.93
55.01,0.02,145,420.39,1050.97,23.85
55.01,0.02,140,422.87,1057.18,24.97
55.01,0.02,135,422.44,1056.1,24.35
54.99,0.02,130,422.71,1056.77,24.43
55,0.02,125,423.49,1058.72,24.72
55,0.02,120,424.02,1060.05,24.64
54.98,0.02,115,423.86,1059.65,24.28
55,0.02,110,424.63,1061.57,24.69
55.01,0.02,105,425.12,1062.81,24.74
55.01,0.02,102,425.42,1063.55,24.75
55,0.02,99,425.38,1063.45,24.84
55,0.02,96,425.17,1062.93,24.47
55,0.02,94,425.85,1064.62,24.89
55.01,0.02,92,425.91,1064.76,24.93
55,0.02,90,426.27,1065.67,25.18
55,0.02,88,425.46,1063.64,24.59
54.99,0.02,86,425.49,1063.74,24.66
55,0.02,84,425.65,1064.12,24.8
55.01,0.02,81,425.7,1064.26,24.81
55,0.02,78,425.78,1064.46,24.94
55,0.02,75,426.14,1065.35,25.25
55,0.02,70,424.02,1060.05,24.1
55,0.02,65,424.67,1061.69,24.91
55,0.02,60,423.36,1058.39,24.29
55,0.02,55,422.87,1057.19,24.29
55,0.02,50,424.65,1061.63,25.67
55,0.02,45,421.25,1053.12,24.06
55.01,0.02,40,421.08,1052.7,24.15
55.01,0.02,35,421.08,1052.7,24.48
55.01,0.02,30,420.18,1050.44,24.11
55.01,0.02,25,419.6,1049.01,23.99
55.01,0.02,20,418.5,1046.24,23.64
55,0.02,15,418.68,1046.69,23.63
55.02,0.02,10,418.16,1045.39,23.29
55.02,0.02,5,419.08,1047.7,23.79
55.01,0.015,240,422.04,1055.09,23.89
54.99,0.015,235,421.36,1053.39,23.7
55,0.015,230,421.33,1053.32,23.8
55,0.015,225,420.9,1052.26,23.51
55.01,0.015,220,420.9,1052.25,23.54
55.01,0.015,215,421.3,1053.24,24.08
55,0.015,210,420.54,1051.36,23.76
55,0.015,205,420.52,1051.29,23.66
55.02,0.015,200,420.84,1052.1,24.01
55,0.015,195,420.49,1051.23,23.69
55.01,0.015,190,420.64,1051.6,23.94
55,0.015,185,420.88,1052.21,24.08
55.01,0.015,180,421.38,1053.45,24.15
55,0.015,175,422.01,1055.03,24.72
55.01,0.015,170,421.4,1053.5,24
55.01,0.015,165,421.47,1053.68,24.15
55.01,0.015,160,422.6,1056.5,24.62
55,0.015,155,421.68,1054.21,24.02
54.99,0.015,150,422.22,1055.54,24.27
54.99,0.015,145,422.08,1055.2,24.01
55,0.015,140,422.78,1056.95,24.37
54.99,0.015,135,422.57,1056.42,24.09
55.01,0.015,130,422.39,1055.97,23.67
54.99,0.015,125,423.95,1059.86,24.63
55.01,0.015,120,424.7,1061.74,24.8
54.99,0.015,115,424.99,1062.48,24.75
54.99,0.015,110,425.44,1063.61,24.8
55.01,0.015,105,425.23,1063.07,24.58
55,0.015,102,425.51,1063.77,24.8
55,0.015,99,425.56,1063.91,24.56
55,0.016,96,425.81,1064.52,24.63
55,0.015,94,426.17,1065.43,24.86
55,0.015,92,426.12,1065.3,24.76
55.01,0.015,90,426.02,1065.05,24.65
55,0.015,88,426.23,1065.57,24.84
55,0.014,86,426.05,1065.12,24.68
55,0.015,84,426.08,1065.21,24.7
55,0.015,81,425.92,1064.79,24.62
55,0.015,78,425.94,1064.85,24.63
54.99,0.015,75,426.2,1065.51,24.8
55,0.015,70,425.66,1064.15,24.77
55,0.015,65,425.01,1062.53,24.46
55,0.015,60,425.58,1063.95,25.09
55.01,0.015,55,424.86,1062.14,24.63
55,0.015,50,424.17,1060.42,24.59
55.02,0.015,45,423.58,1058.95,24.44
55.01,0.015,40,423.48,1058.7,24.58
55,0.015,35,422.73,1056.83,24.49
55,0.015,30,422.35,1055.87,24.25
55,0.015,25,422.19,1055.48,24.2
55,0.015,20,422.7,1056.75,24.66
55.01,0.015,15,421.33,1053.33,23.88
55.01,0.015,10,422.62,1056.56,24.64
55,0.015,5,421.07,1052.68,23.61
55.01,0.01,240,423.16,1057.89,24.01
54.99,0.01,235,422.7,1056.76,23.84
54.99,0.01,230,422.53,1056.32,23.79
55,0.01,225,422.98,1057.44,24.01
55,0.01,220,422.61,1056.53,23.96
55.01,0.01,215,423.67,1059.18,24.51
55,0.01,210,422.99,1057.47,24.13
55,0.01,205,422.77,1056.93,24
55.01,0.01,200,421.96,1054.89,23.63
54.99,0.01,195,422.75,1056.88,24.18
55,0.01,190,422.87,1057.17,24.27
55,0.009,185,422.79,1056.98,24.14
55.01,0.01,180,423.78,1059.45,24.95
54.99,0.01,175,422.33,1055.83,23.72
55.01,0.01,170,423.64,1059.1,24.43
55,0.01,165,422.78,1056.96,24
55,0.01,160,423.24,1058.11,24.25
55.02,0.01,155,423.22,1058.05,24.26
55,0.01,150,423.1,1057.75,24.11
55,0.01,145,423.73,1059.32,24.29
55.01,0.01,140,424.44,1061.11,24.79
55.01,0.01,135,424.88,1062.2,25.11
55,0.01,130,423.72,1059.31,24.02
55,0.01,125,424.19,1060.47,24.42
55,0.01,120,424.27,1060.68,24.24
55.01,0.01,115,425.28,1063.2,24.81
55,0.01,110,425.36,1063.41,24.61
55,0.01,105,425.42,1063.54,24.47
55,0.01,102,425.87,1064.67,24.81
55,0.01,99,426.07,1065.17,24.79
55,0.01,96,426.48,1066.19,25.1
55.01,0.01,94,426.13,1065.32,24.72
55,0.01,92,426.06,1065.16,24.76
55,0.01,90,425.84,1064.6,24.59
55,0.01,88,426.21,1065.52,24.78
55.01,0.01,86,426.11,1065.28,24.62
55,0.01,84,426.24,1065.59,24.78
55,0.01,81,426.03,1065.07,24.66
55,0.01,78,426.1,1065.26,24.63
55,0.009,75,425.61,1064.01,24.29
55,0.01,70,425.68,1064.2,24.5
55.01,0.01,65,425.35,1063.38,24.42
55,0.01,60,425.91,1064.79,24.86
55.01,0.01,55,424.74,1061.85,24.28
55.01,0.01,50,424.6,1061.5,24.26
55.01,0.01,45,424.87,1062.17,24.52
55.01,0.01,40,424.38,1060.94,24.57
55.01,0.01,35,423.91,1059.79,24.36
55,0.01,30,422.77,1056.92,23.73
55,0.01,25,424.32,1060.81,24.68
55.01,0.01,20,423.27,1058.17,24.14
55,0.01,15,422.88,1057.21,23.94
55.01,0.01,10,424.33,1060.83,24.8
55,0.01,5,422.09,1055.24,23.64
55.01,-0.001,200,424.86,1062.16,24.46
60,7,240,25.31,63.28,14.89
60,7,235,24.54,61.35,14.47
60,7,230,23.9,59.75,14.59
59.99,7,225,23.15,57.87,13.69
60.01,7,220,22.57,56.42,13.33
60.01,7,215,22.02,55.05,12.68
60.01,7,210,21.83,54.57,12.7
60,7,205,21.59,53.98,12.2
59.99,7,200,21.66,54.15,12.05
60,7,195,21.94,54.84,11.67
60,7,190,22.45,56.12,11.35
59.99,7,185,23.35,58.38,11.55
60.01,7,180,23.6,59.01,11.29
59.99,7,175,23.42,58.54,11.67
60,7,170,22.94,57.36,11.85
60.01,7,165,22.51,56.26,12.04
60,7,160,22.22,55.54,12.21
60.01,7,155,22.25,55.62,12.92
60,7,150,22.25,55.64,12.94
60,7,145,22.5,56.24,13.11
60.01,7,140,22.95,57.38,13.77
60,7,135,23.55,58.86,14.71
59.99,7,130,24.04,60.09,14.79
60,7,125,24.63,61.59,14.89
60,7,120,25.33,63.32,15.52
60,7,115,25.99,64.97,15.32
60,7,110,26.82,67.05,15.83
60,7,105,27.36,68.41,16.01
60,7,102,27.4,68.51,15.96
60,7,99,27.33,68.33,15.45
60.01,7,96,28.65,71.63,13.24
60,7,94,37.03,92.57,9.06
59.99,7,92,49.41,123.53,7.32
60.01,7,90,31.27,78.16,12
60.01,7,88,29.1,72.74,14.71
60,7,86,28.82,72.04,15.5
60,7,84,28.77,71.91,15.86
60,7,81,28.54,71.34,15.8
60,7,78,28.21,70.52,15.89
60,7,75,27.75,69.37,15.76
60,7,70,26.86,67.14,15.32
59.99,7,65,26,65.01,15.11
60,7,60,25.11,62.77,14.43
60,7,55,24.35,60.87,14.18
59.99,7,50,23.59,58.97,13.72
60.01,7,45,22.94,57.35,13.38
60.01,7,40,22.31,55.79,12.94
60,7,35,21.83,54.58,12.5
60,7,30,21.53,53.83,12.21
60,7,25,21.31,53.27,11.69
59.99,7,20,21.38,53.45,11.51
60,7,15,21.71,54.27,11.36
60,7,10,22.4,55.99,11.35
60,7,5,23.18,57.95,11.22
60,5,240,31.9,79.76,16.77
60.01,5,235,31.16,77.9,16.1
59.99,5,230,30.77,76.92,16.5
60,5,225,30.4,75.99,16.39
60,5,220,29.91,74.77,15.76
60,5,215,29.74,74.34,15.42
60.01,5,210,29.67,74.17,15.1
60.01,5,205,29.86,74.65,14.93
59.99,5,200,30.18,75.46,14.36
59.99,5,195,31.02,77.54,14.44
60.01,5,190,32.13,80.31,14.44
60.01,5,185,33.29,83.21,14.07
60,5,180,33.85,84.62,14.21
59.99,5,175,33.21,83.02,14.12
60.01,5,170,32.24,80.6,14.45
59.99,5,165,31.43,78.56,14.77
60,5,160,30.66,76.66,14.98
60.01,5,155,30.27,75.68,15.71
59.98,5,150,29.86,74.66,15.59
60,5,145,29.69,74.22,15.62
59.99,5,140,30.01,75.02,16.77
59.99,5,135,30.14,75.34,16.37
60,5,130,30.47,76.16,16.62
60,5,125,30.88,77.21,16.73
60,5,120,31.74,79.35,17.86
60,5,115,32.23,80.58,16.71
60.01,5,110,33.03,82.58,16.48
59.99,5,105,33.65,84.13,16.15
60,5,102,33.74,84.34,16.07
59.99,5,99,33.66,84.14,14.96
60,5,96,35.44,88.6,12.44
60,5,94,44.34,110.85,8.73
60.01,5,92,56.61,141.53,7.23
60,5,90,38.6,96.5,11
59.99,5,88,35.93,89.82,13.88
60,5,86,35.45,88.63,15.18
60,5,84,35.4,88.51,16.23
60,5,81,35.04,87.61,16.26
60,5,78,34.63,86.58,16.63
60,5,75,34.18,85.44,16.75
60,5,70,33.21,83.03,16.45
60,5,65,32.41,81.03,16.59
60,5,60,31.68,79.2,16.45
60.01,5,55,30.99,77.49,16.11
60,5,50,30.47,76.17,16.09
60,5,45,30,75.01,15.76
60.01,5,40,29.66,74.16,15.5
60,5,35,29.44,73.61,15.38
60,5,30,29.41,73.53,14.93
59.99,5,25,29.57,73.93,14.7
59.99,5,20,30.04,75.1,14.48
60,5,15,30.78,76.95,14.22
60,5,10,32.02,80.06,14.36
60,5,5,33.21,83.01,13.98
60,3,240,43.43,108.58,17.78
60,3,235,42.82,107.04,18
59.99,3,230,42.49,106.23,18.44
60,3,225,42.08,105.2,17.71
60.01,3,220,42.11,105.28,18.02
60.01,3,215,42.27,105.68,17.84
59.99,3,210,42.66,106.64,17.45
60.01,3,205,43.19,107.97,17.04
59.99,3,200,44.4,110.99,17.24
60,3,195,45.83,114.58,17.06
60,3,190,47.87,119.68,18.12
60,3,185,49.63,124.08,17.7
60.01,3,180,50.3,125.76,17.76
59.99,3,175,49.45,123.63,18
60.01,3,170,47.79,119.47,17.88
60,3,165,46.09,115.22,17.87
60,3,160,44.57,111.43,17.74
60.01,3,155,43.22,108.04,17.33
59.99,3,150,42.5,106.25,17.97
60.01,3,145,41.99,104.98,18.6
59.99,3,140,41.48,103.7,18.14
60,3,135,41.55,103.87,18.25
