Temperature_K_,Field_T_,FieldAngle_deg_,CriticalCurrent_A_,CriticalCurrentPerCmWidth_A_cm_,n_value
45.01,0.5,225,235.81,589.53,17.76
45.01,0.5,220,233.78,584.44,17.93
45.01,0.5,215,233.91,584.79,19.15
45,0.5,210,234.7,586.75,19.79
45,0.5,205,235.63,589.09,19.56
45,0.5,200,237.94,594.84,20.22
45,0.5,195,239.22,598.05,19.68
45,0.5,190,242.3,605.75,20.05
44.99,0.5,185,245.46,613.65,20.78
45.01,0.5,180,246.3,615.75,20.28
44.99,0.5,175,247.33,618.32,20.79
45,0.5,170,246.38,615.94,20.51
45,0.5,165,244.45,611.13,20.35
45,0.5,160,241.34,603.34,19.22
45.01,0.5,155,239.54,598.85,19.06
45,0.5,150,238.23,595.57,18.88
45,0.5,145,237.55,593.87,18.37
45,0.5,140,237.14,592.86,17.2
45,0.5,135,238.8,597.01,16.63
44.99,0.5,130,243.59,608.98,16.73
45,0.5,125,249.47,623.67,16.42
44.99,0.5,120,258.26,645.66,16.06
44.99,0.5,115,267.87,669.67,14.38
44.99,0.5,110,285.75,714.37,13.67
44.99,0.5,105,313.17,782.92,13.29
44.98,0.5,102,336.88,842.19,13.22
44.99,0.5,99,364.38,910.95,13.52
44.99,0.5,96,388.11,970.28,13.66
44.99,0.5,94,401.36,1003.41,14.67
44.99,0.499,92,405.7,1014.26,15.1
45,0.5,90,397.77,994.41,14.4
44.99,0.5,88,383.27,958.17,13.86
44.99,0.5,86,364.25,910.63,13.44
44.99,0.5,84,344.65,861.62,13.28
44.99,0.5,81,317.49,793.73,13.06
45,0.5,78,293.62,734.06,12.51
45,0.5,75,282.26,705.64,13.88
44.99,0.5,70,265.94,664.85,15.12
45,0.5,65,252.28,630.69,15.14
45,0.5,60,244.27,610.68,15.83
45.01,0.5,55,238.47,596.18,16.57
45.01,0.5,50,234.25,585.64,17
45,0.5,45,231.3,578.24,17.26
45.01,0.5,40,231.22,578.05,18.18
45,0.5,35,231.35,578.38,18.59
45,0.5,30,232.46,581.15,18.93
45,0.5,25,234.96,587.41,19.75
44.99,0.5,20,237.84,594.61,20.18
45,0.5,15,240.28,600.71,19.74
45,0.5,10,242.88,607.19,19.9
45,0.5,5,246.05,615.11,20.65
44.99,0.3,240,339.39,848.48,15.81
45,0.3,235,328.94,822.34,16.48
44.99,0.3,230,320.71,801.78,17.03
44.99,0.3,225,313.15,782.88,16.94
44.99,0.3,220,310.86,777.15,18.1
44.98,0.3,215,308.87,772.18,18.8
45,0.3,210,307.01,767.51,18.77
45,0.3,205,307.18,767.94,19.46
45.01,0.3,200,307.69,769.23,19.58
45,0.3,195,309.13,772.83,19.91
45.01,0.3,190,312,780.01,20.66
45.01,0.3,185,312.15,780.37,19.43
45.01,0.3,180,315.55,788.88,20.41
45,0.3,175,316.4,791,20.04
45,0.3,170,318.37,795.92,21.17
45,0.3,165,319.63,799.07,21.74
44.99,0.3,160,317.93,794.81,19.61
45.01,0.3,155,317.28,793.2,18.93
45.02,0.3,150,317.34,793.36,18.29
44.99,0.3,145,319.61,799.02,18.66
45.01,0.3,140,321.4,803.49,17.83
44.99,0.3,135,325,812.51,17.32
44.99,0.3,130,331.67,829.19,17.36
44.99,0.3,125,338.7,846.75,16.24
44.99,0.3,120,346.52,866.29,14.85
44.99,0.3,115,364.93,912.32,15.1
44.99,0.3,110,385.78,964.45,15.04
44.99,0.3,105,409.64,1024.11,15.02
45,0.3,102,425.31,1063.28,15.36
45,0.3,99,439.19,1097.97,15.7
44.99,0.3,96,445.32,1113.3,14.96
44.99,0.3,94,453.39,1133.47,16.32
44.99,0.3,92,453.65,1134.12,16.1
44.99,0.3,90,450.32,1125.8,15.76
44.99,0.3,88,446.29,1115.73,15.89
44.99,0.3,86,438.8,1097.01,15.67
44.99,0.3,84,430.82,1077.04,15.75
44.99,0.3,81,414.38,1035.95,15.33
44.99,0.3,78,398.72,996.79,15.46
44.99,0.3,75,382.62,956.54,15.35
44.99,0.3,70,360.1,900.25,15.36
45,0.3,65,346.42,866.05,17.8
45,0.3,60,330.14,825.36,16.01
45,0.3,55,322.7,806.75,16.97
45.01,0.3,50,314.87,787.18,16.77
45.01,0.3,45,312.2,780.5,17.82
45,0.3,40,308.15,770.36,17.62
45.01,0.3,35,309.17,772.93,19.28
45,0.3,30,308.38,770.95,19.19
44.99,0.3,25,308.61,771.52,19.33
45,0.3,20,310.46,776.15,19.8
44.99,0.3,15,311.68,779.19,19.8
44.98,0.3,10,313.34,783.34,20.14
45,0.3,5,315.41,788.53,20.47
45,0.2,240,421.37,1053.43,16.62
45,0.2,235,409.37,1023.44,17.2
45,0.2,230,396.6,991.5,16.88
44.99,0.2,225,390.7,976.75,18.06
45.01,0.2,220,383.87,959.68,18.03
45,0.2,215,377.14,942.84,17.5
45.01,0.2,210,375.17,937.91,18.24
45,0.2,205,373.43,933.58,18.65
45.01,0.2,200,372.54,931.36,18.86
45,0.2,195,373.29,933.22,19.29
45.01,0.2,190,373.75,934.38,19.19
45.01,0.2,185,378.41,946.02,20.77
45.01,0.2,180,378.48,946.2,20.22
45,0.2,175,379.32,948.29,19.67
44.99,0.2,170,381.58,953.94,19.7
45,0.2,165,383.81,959.52,19.68
45.01,0.2,160,387.24,968.11,20.27
45.01,0.2,155,389.44,973.59,19.58
44.99,0.2,150,392.08,980.21,19.34
44.99,0.2,145,395.21,988.04,18.86
45,0.2,140,398.38,995.96,17.88
44.99,0.2,135,404.84,1012.09,17.8
44.99,0.2,130,412.03,1030.08,17.59
44.99,0.2,125,421.55,1053.86,17.06
44.99,0.2,120,434.49,1086.21,17.19
44.99,0.2,115,447.93,1119.82,17.33
44.99,0.2,110,462.42,1156.06,17.08
44.99,0.2,105,474.63,1186.56,16.92
44.99,0.2,102,482.56,1206.41,17.14
44.99,0.2,99,489.92,1224.81,17.53
44.99,0.2,96,493.07,1232.67,17.49
44.99,0.2,94,494.56,1236.39,17.49
44.99,0.2,92,495.19,1237.98,17.59
44.99,0.2,90,493.08,1232.69,17.22
44.99,0.2,88,492.01,1230.02,17.5
45,0.2,86,488.59,1221.48,17.43
44.99,0.2,84,484.99,1212.48,17.4
44.99,0.2,81,475.98,1189.96,16.99
44.99,0.2,78,467.87,1169.68,17.15
45,0.2,75,458.81,1147.04,17.19
45,0.199,70,449.15,1122.87,22.97
45,0.2,65,422.88,1057.21,16.08
45,0.2,60,413.41,1033.53,17.57
45,0.2,55,399.32,998.29,16.51
45.01,0.2,50,393.76,984.4,17.89
45,0.2,45,386.92,967.3,17.93
45,0.2,40,383.05,957.62,18.53
45,0.2,35,379.84,949.59,18.79
45,0.2,30,379.05,947.63,19.62
45,0.2,25,377.61,944.03,19.9
44.99,0.2,20,377.7,944.24,20.05
44.99,0.2,15,377.48,943.69,19.96
44.99,0.2,10,377.74,944.34,20.14
44.99,0.2,5,379.78,949.46,20.77
45.01,0.15,240,473.62,1184.05,17.9
44.99,0.15,235,463.15,1157.86,18.18
44.99,0.15,230,451.94,1129.85,17.95
44.99,0.15,225,444.09,1110.23,18.24
45.01,0.15,220,436.41,1091.03,18.38
45.01,0.15,215,432.33,1080.82,19.05
45.01,0.15,210,427.45,1068.63,18.68
45,0.15,205,424.08,1060.2,18.9
44.99,0.15,200,423.59,1058.98,19.54
44.99,0.15,195,422.5,1056.24,19.63
44.99,0.15,190,422.56,1056.4,19.7
45,0.15,185,424.23,1060.58,20.24
45.01,0.15,180,426.07,1065.18,20.35
45,0.15,175,428.61,1071.52,20.73
45.01,0.15,170,430.09,1075.23,20.43
45.01,0.15,165,433.91,1084.78,20.93
45.01,0.15,160,436.67,1091.68,20.66
45,0.15,155,441.29,1103.23,20.95
44.99,0.15,150,445.58,1113.95,20.46
45,0.15,145,448.29,1120.73,19.38
44.99,0.15,140,456.83,1142.07,20.17
44.99,0.15,135,461.97,1154.93,19.66
44.99,0.15,130,469.02,1172.55,19.32
44.98,0.15,125,477.48,1193.69,19.21
44.98,0.15,120,486.6,1216.5,19.16
44.99,0.15,115,494.64,1236.6,18.57
44.98,0.15,110,503.47,1258.67,18.41
44.99,0.15,105,513.31,1283.27,18.9
44.98,0.15,102,518.25,1295.62,19.16
44.99,0.15,99,522.03,1305.06,19.31
44.99,0.15,96,522.34,1305.86,18.87
44.99,0.15,94,524.19,1310.48,19.27
44.99,0.15,92,523.51,1308.78,19.03
44.99,0.15,90,523.32,1308.31,19.13
44.99,0.15,88,522.68,1306.7,19.37
45,0.15,86,520.76,1301.89,19.14
45,0.15,84,512.35,1280.89,17.55
44.99,0.15,81,512.55,1281.37,18.55
44.99,0.15,78,508.96,1272.39,19.26
45,0.15,75,501.89,1254.72,18.82
45,0.15,70,491.21,1228.02,18.98
45.01,0.15,65,478.92,1197.29,18.71
45,0.15,60,468.15,1170.37,18.9
44.99,0.15,55,457.36,1143.4,18.68
45.01,0.15,50,449.82,1124.56,18.98
45.01,0.15,45,444.43,1111.06,19.78
45,0.15,40,437.62,1094.06,19.29
44.99,0.15,35,433.4,1083.51,19.51
45,0.15,30,430.31,1075.78,19.79
45,0.15,25,428.02,1070.05,20.09
45,0.15,20,427.19,1067.98,20.33
45,0.15,15,426.93,1067.33,20.73
45,0.15,10,425.96,1064.9,20.35
44.99,0.15,5,425.93,1064.81,20.11
44.99,0.1,240,527.63,1319.08,20.6
44.99,0.1,235,520.31,1300.78,20.34
44.99,0.1,230,512.68,1281.7,20.11
45,0.1,225,507.19,1267.99,20.19
44.99,0.1,220,500.9,1252.25,20.01
45.01,0.1,215,497.28,1243.21,20.24
44.99,0.1,210,492.92,1232.3,20.2
44.98,0.1,205,489.87,1224.68,20.29
45,0.1,200,488.82,1222.04,20.77
44.98,0.1,195,487.46,1218.64,20.82
45.01,0.1,190,487.02,1217.54,20.72
45.01,0.1,185,487.13,1217.83,21.05
44.99,0.1,180,486.77,1216.92,20.61
44.99,0.1,175,489.02,1222.56,20.97
44.99,0.1,170,493.47,1233.68,22.2
45,0.1,165,494.97,1237.42,21.89
45,0.1,160,500.17,1250.44,22.42
44.99,0.1,155,501.35,1253.38,21.7
44.99,0.1,150,506.02,1265.06,22.09
44.99,0.1,145,509.96,1274.89,21.83
44.99,0.1,140,514.07,1285.17,21.32
45,0.1,135,521.05,1302.62,21.99
44.98,0.1,130,526.1,1315.26,21.97
45,0.1,125,531.02,1327.56,21.53
44.99,0.1,120,536.87,1342.18,21.39
45,0.1,115,543.24,1358.11,21.84
44.99,0.1,110,547.56,1368.9,21.52
44.99,0.1,105,551.38,1378.46,21.53
44.99,0.1,102,553.47,1383.68,21.59
44.99,0.1,99,554.23,1385.58,21.26
44.99,0.1,96,552.6,1381.51,20.23
44.99,0.1,94,556.49,1391.22,21.76
44.99,0.1,92,555.9,1389.76,21.54
44.99,0.1,90,555.57,1388.92,21.28
44.99,0.1,88,554.74,1386.84,21.5
44.99,0.1,86,554.09,1385.22,21.45
44.99,0.1,84,553.05,1382.62,21.5
44.99,0.1,81,551.1,1377.76,21.57
45,0.1,78,547.55,1368.88,21.03
44.99,0.1,75,546.33,1365.82,21.67
44.99,0.1,70,538.97,1347.42,21.15
44.99,0.1,65,533.47,1333.68,21.55
44.99,0.1,60,525.3,1313.26,20.81
44.99,0.1,55,520.3,1300.74,21.51
44.99,0.1,50,513.34,1283.34,21.39
45,0.1,45,506,1265,20.69
44.99,0.1,40,503.35,1258.37,21.67
44.99,0.1,35,499.31,1248.28,21.79
44.99,0.1,30,494.37,1235.93,21.07
45,0.1,25,491.57,1228.94,21.1
45,0.1,20,491.41,1228.53,21.8
45,0.1,15,489.16,1222.91,21.29
45,0.1,10,490.26,1225.65,21.87
44.98,0.1,5,486.49,1216.22,20.25
44.99,0.07,240,555.15,1387.87,22.55
44.99,0.07,235,549.71,1374.28,21.99
44.99,0.07,230,547.66,1369.14,22.69
44.98,0.07,225,541.63,1354.07,21.53
44.99,0.07,220,540.14,1350.36,22.38
44.99,0.07,215,536.24,1340.59,21.96
44.99,0.07,210,532.77,1331.92,21.84
44.99,0.07,205,530.49,1326.23,21.64
45,0.07,200,530.45,1326.12,22.29
44.99,0.07,195,528.93,1322.33,22.32
44.99,0.07,190,529.21,1323.04,22.65
44.99,0.07,185,526.31,1315.76,21.65
44.99,0.07,180,526.6,1316.5,21.68
44.99,0.07,175,528.82,1322.04,22.2
44.99,0.07,170,532.3,1330.76,23.22
44.99,0.07,165,530.89,1327.22,22.14
44.99,0.07,160,533.71,1334.29,22.55
44.99,0.07,155,537.16,1342.89,22.69
44.99,0.07,150,540.16,1350.39,22.97
44.98,0.07,145,543.09,1357.73,22.89
44.99,0.07,140,547.38,1368.46,23.52
45,0.07,135,551,1377.5,24.04
44.98,0.07,130,553.46,1383.66,23.03
45,0.07,125,557.55,1393.87,23.5
44.99,0.07,120,561.93,1404.82,23.97
44.99,0.07,115,563.2,1407.99,23.16
44.99,0.07,110,566.85,1417.13,23.42
45,0.07,105,569.51,1423.78,23.53
44.99,0.07,102,570.49,1426.23,23.48
44.98,0.069,99,570.08,1425.19,22.95
44.98,0.07,96,571.23,1428.07,23.36
44.99,0.07,94,571.76,1429.39,23.16
44.99,0.07,92,573.92,1434.8,24.13
44.99,0.07,90,575.16,1437.89,24.99
45,0.069,88,571.46,1428.66,23.51
44.99,0.07,86,571.27,1428.17,23.47
44.98,0.07,84,571.1,1427.75,23.66
44.99,0.07,81,572.14,1430.34,24.58
44.99,0.07,78,568.12,1420.3,23.34
44.99,0.069,75,567.24,1418.1,23.71
44.99,0.07,70,563.25,1408.13,23.12
44.99,0.07,65,560.72,1401.81,23.63
44.99,0.07,60,556.59,1391.47,23.45
45,0.07,55,550.89,1377.23,23.01
44.99,0.07,50,547.34,1368.35,23.19
45,0.07,45,543.85,1359.63,23.12
44.99,0.07,40,540.9,1352.25,23.47
45,0.07,35,537.06,1342.66,23.01
45,0.07,30,534.79,1336.99,23.02
45,0.07,25,532.73,1331.83,22.79
45,0.07,20,531.08,1327.69,22.75
45,0.07,15,528.89,1322.22,22.02
44.99,0.07,10,528.95,1322.38,22.36
44.99,0.07,5,530.19,1325.48,22.53
45,0.05,240,569.42,1423.55,23.78
45.01,0.05,235,564.5,1411.26,22.63
44.99,0.05,230,562.37,1405.91,22.61
45,0.05,225,561,1402.51,22.86
44.99,0.05,220,560.58,1401.44,23.65
44.99,0.05,215,558.46,1396.15,23.31
44.98,0.05,210,554.41,1386.01,22.55
45.01,0.05,205,554.16,1385.41,22.99
44.99,0.05,200,552.24,1380.59,22.63
45,0.05,195,553.68,1384.21,23.29
44.99,0.05,190,561.04,1402.61,30.23
44.99,0.05,185,551.25,1378.12,22.73
44.99,0.05,180,551.93,1379.84,22.99
44.99,0.05,175,550.81,1377.02,22.43
44.99,0.05,170,554.09,1385.23,23.67
44.99,0.05,165,554.08,1385.19,23.37
44.99,0.05,160,556.39,1390.97,23.79
44.99,0.05,155,557.4,1393.5,23.54
44.99,0.05,150,559.19,1397.99,23.85
44.98,0.05,145,561.43,1403.57,23.98
45,0.05,140,563.14,1407.86,23.68
44.98,0.05,135,564.51,1411.27,23.65
44.99,0.05,130,565.71,1414.27,23.44
44.99,0.05,125,569.89,1424.71,24.22
44.99,0.05,120,570.52,1426.3,23.59
44.99,0.05,115,573.53,1433.82,24
44.99,0.05,110,576.31,1440.77,24.33
44.99,0.05,105,569.94,1424.85,21.63
45,0.05,102,578.37,1445.92,24.47
44.99,0.05,99,568.71,1421.78,20.91
44.99,0.05,96,579.02,1447.54,24.25
44.99,0.05,94,576.5,1441.25,23.09
44.99,0.05,92,577.85,1444.63,23.97
44.99,0.05,90,578.59,1446.47,24.2
44.99,0.049,88,578.29,1445.72,23.98
44.99,0.05,86,576.71,1441.79,23.59
44.99,0.05,84,577.81,1444.53,23.98
44.99,0.05,81,577.64,1444.09,24.1
44.99,0.05,78,576.85,1442.12,24.16
44.99,0.05,75,574.82,1437.05,23.6
44.99,0.05,70,573.33,1433.33,23.75
44.99,0.05,65,572.19,1430.47,24.29
45,0.05,60,568.79,1421.98,23.65
44.99,0.05,55,567.31,1418.27,23.99
44.99,0.05,50,564.08,1410.21,23.81
45,0.05,45,563.7,1409.26,24.87
44.99,0.05,40,559.7,1399.26,23.86
44.99,0.05,35,556.85,1392.12,23.56
44.99,0.05,30,557.16,1392.89,24.2
44.98,0.05,25,554.54,1386.34,23.44
44.99,0.05,20,553.49,1383.72,23.27
44.99,0.05,15,553.11,1382.77,23.34
44.99,0.05,10,555.95,1389.87,24.32
44.99,0.05,5,553.74,1384.35,23.3
44.99,0.03,240,577.85,1444.62,24.04
44.99,0.03,235,575.14,1437.84,23.32
44.99,0.03,230,575.55,1438.87,23.7
44.99,0.03,225,575.01,1437.53,24.02
44.99,0.03,220,567.01,1417.52,20.69
45.01,0.03,215,572.26,1430.65,23.46
44.99,0.03,210,573.12,1432.81,24.24
45.01,0.03,205,570.84,1427.09,23.33
45,0.03,200,572.23,1430.59,23.92
44.99,0.03,195,574.41,1436.04,25.45
44.99,0.03,190,571.79,1429.48,24.24
44.99,0.03,185,567.72,1419.3,22.53
45.01,0.03,180,571.06,1427.66,24.25
44.99,0.03,175,569.89,1424.72,23.57
44.99,0.03,170,572.12,1430.3,24.78
44.99,0.03,165,569.08,1422.7,22.86
44.99,0.03,160,572.53,1431.33,24.51
45,0.03,155,572.15,1430.38,23.99
44.99,0.03,150,572.27,1430.68,23.6
45,0.03,145,574.11,1435.27,23.83
44.98,0.03,140,574.93,1437.33,24.48
44.99,0.03,135,575.55,1438.87,24.06
44.98,0.03,130,576.6,1441.51,24.18
44.99,0.03,125,576.91,1442.27,24.06
45,0.03,120,579.19,1447.99,24.56
44.98,0.03,115,582.63,1456.58,25.63
44.99,0.03,110,581.05,1452.63,24.72
44.99,0.03,105,582.8,1456.99,25.14
44.99,0.03,102,577.21,1443.03,22.56
44.99,0.03,99,581.04,1452.59,24.16
44.98,0.03,96,582.74,1456.85,24.79
44.99,0.03,94,581.65,1454.13,24.24
44.99,0.03,92,581.91,1454.77,24.41
45,0.03,90,581.71,1454.28,24.27
44.99,0.03,88,581.79,1454.47,24.31
44.99,0.03,86,574.66,1436.65,22.02
44.99,0.03,84,581.08,1452.71,24.17
44.99,0.03,81,582.91,1457.26,24.94
44.99,0.03,78,583.04,1457.61,24.85
44.99,0.03,75,580.93,1452.34,24.31
44.99,0.03,70,580.24,1450.59,24.36
44.99,0.03,65,579.5,1448.74,24.36
44.99,0.03,60,578.06,1445.15,24.25
44.99,0.03,55,579.11,1447.78,24.93
44.99,0.03,50,575.4,1438.51,23.91
45,0.03,45,574.91,1437.27,24.33
44.98,0.03,40,576.44,1441.1,25.48
45,0.03,35,574.34,1435.85,24.78
45,0.03,30,572.38,1430.95,24.17
44.99,0.03,25,572.35,1430.87,24.27
44.98,0.03,20,573.39,1433.47,25.1
44.98,0.03,15,571.7,1429.24,24.37
44.99,0.03,10,569.58,1423.96,23.24
44.99,0.03,5,570.43,1426.07,23.53
44.99,0.02,240,579.61,1449.01,23.63
44.99,0.02,235,579.27,1448.17,23.87
44.98,0.02,230,581.74,1454.35,24.94
44.99,0.02,225,579.43,1448.57,24.34
45,0.02,220,577.89,1444.72,23.78
44.99,0.02,215,568.96,1422.4,20.76
44.99,0.02,210,577.37,1443.43,24.12
44.99,0.02,205,579.01,1447.53,24.74
45.01,0.02,200,577.27,1443.17,24.1
45,0.02,195,578.16,1445.39,24.53
44.99,0.02,190,577.76,1444.39,24.4
44.99,0.02,185,576.9,1442.25,24.13
44.99,0.02,180,576.36,1440.89,23.56
44.99,0.02,175,576.33,1440.83,24
44.99,0.02,170,577.57,1443.92,24.35
45.02,0.02,165,577.44,1443.6,24.06
44.99,0.02,160,576.75,1441.87,23.75
44.99,0.02,155,578.16,1445.4,24.37
44.99,0.02,150,578.65,1446.62,24.55
44.98,0.02,145,579.26,1448.15,24.68
44.99,0.02,140,577.85,1444.61,23.77
45,0.02,135,580.77,1451.93,25.05
44.98,0.02,130,579.6,1448.99,24.35
45,0.02,125,579.71,1449.28,24.24
44.98,0.02,120,580.23,1450.57,24.16
44.99,0.02,115,581.17,1452.94,24.45
44.98,0.02,110,582.51,1456.29,24.83
44.99,0.02,105,582.92,1457.29,24.86
45.01,0.02,102,582.77,1456.94,24.51
44.99,0.02,99,582.2,1455.5,24.28
44.99,0.02,96,583.29,1458.22,24.54
44.99,0.02,94,583,1457.51,24.53
44.99,0.02,92,583.55,1458.87,24.76
44.99,0.02,90,585.42,1463.55,25.52
44.99,0.02,88,582.97,1457.43,24.49
44.99,0.02,86,583.33,1458.32,24.72
44.99,0.02,84,587.12,1467.8,26.38
44.99,0.02,81,585.34,1463.36,25.55
44.99,0.02,78,574.96,1437.41,21.24
44.99,0.02,75,581.23,1453.07,23.5
44.99,0.02,70,583.3,1458.24,24.92
44.99,0.02,65,583.12,1457.8,24.9
44.99,0.02,60,581.39,1453.47,24.53
44.99,0.02,55,581.24,1453.11,24.54
44.99,0.02,50,579.56,1448.91,24.22
44.99,0.02,45,579.06,1447.64,24.31
44.99,0.02,40,579.2,1447.99,24.54
44.99,0.02,35,578.64,1446.59,24.49
44.99,0.02,30,577.22,1443.05,23.99
44.98,0.02,25,577.26,1443.15,24.17
45,0.02,20,577.85,1444.61,24.38
44.99,0.02,15,577.92,1444.8,24.23
45,0.02,10,577.31,1443.26,23.59
44.98,0.02,5,577.77,1444.42,23.8
44.99,0.015,240,581.23,1453.08,24.24
44.99,0.015,235,583.25,1458.11,25.04
44.99,0.015,230,582.38,1455.94,24.96
44.99,0.015,225,582.4,1455.99,24.98
44.99,0.015,220,580.42,1451.05,24.29
44.99,0.015,215,579.64,1449.11,24.02
44.99,0.015,210,579.85,1449.62,24.19
44.99,0.015,205,579.57,1448.93,24.17
45,0.015,200,578.23,1445.58,23.46
44.99,0.015,195,578.65,1446.62,23.86
44.99,0.015,190,578.26,1445.66,23.78
44.99,0.015,185,580.16,1450.39,24.52
44.99,0.015,180,580.92,1452.3,25.02
45,0.015,175,579.13,1447.83,24.35
45.01,0.015,170,580.12,1450.29,24.41
44.99,0.015,165,578.95,1447.38,24.03
44.99,0.015,160,580.05,1450.13,24.51
44.99,0.015,155,578.85,1447.13,24.04
44.99,0.015,150,579.75,1449.36,24.31
44.99,0.015,145,580.48,1451.21,24.24
44.99,0.015,140,579.5,1448.75,23.78
45,0.015,135,579.79,1449.49,23.91
44.99,0.015,130,579.74,1449.36,23.99
45,0.015,125,579.66,1449.14,23.93
44.99,0.015,120,580.91,1452.28,24.13
44.99,0.015,115,583.96,1459.9,25.65
44.99,0.015,110,581.6,1454,24.18
44.99,0.015,105,582.61,1456.52,24.54
44.99,0.015,102,582.11,1455.27,24.15
44.99,0.015,99,575.45,1438.62,21.15
45,0.014,96,583.03,1457.58,24.45
44.99,0.015,94,586.29,1465.74,25.98
44.99,0.015,92,582.92,1457.29,24.44
44.99,0.015,90,582.8,1457,24.21
44.99,0.015,88,582.75,1456.88,24.24
44.99,0.015,86,583.54,1458.86,24.57
44.99,0.015,84,583.6,1459.01,24.45
44.99,0.015,81,583.66,1459.15,24.52
44.99,0.015,78,583.75,1459.39,24.53
44.99,0.015,75,584.95,1462.37,25.43
44.99,0.015,70,584.09,1460.22,24.95
44.99,0.015,65,582.32,1455.8,24.32
44.99,0.015,60,582.5,1456.24,24.45
45,0.015,55,582.85,1457.13,24.88
44.99,0.015,50,582.75,1456.89,24.84
44.99,0.015,45,571.43,1428.59,20.68
45.01,0.015,40,581.66,1454.14,24.8
44.99,0.015,35,580.5,1451.26,24.49
44.99,0.015,30,575.44,1438.61,22.14
45,0.015,25,578.78,1446.94,23.87
45,0.015,20,579.31,1448.27,24.07
44.99,0.015,15,578.11,1445.27,23.44
45.01,0.015,10,579.61,1449.02,24.08
44.99,0.015,5,580.44,1451.1,24.42
45,0.01,240,582.22,1455.54,24.34
44.99,0.01,235,581.02,1452.55,23.67
45,0.01,230,581.82,1454.54,24.37
44.99,0.01,225,581.34,1453.35,24.27
44.99,0.01,220,582,1455.01,24.59
44.99,0.01,215,581.82,1454.56,24.43
45,0.01,210,580.97,1452.42,23.95
45,0.01,205,581.23,1453.08,24.35
44.99,0.01,200,580.41,1451.03,24.1
44.98,0.01,195,581.72,1454.3,24.54
44.99,0.01,190,580.94,1452.35,24.23
45,0.01,185,581.89,1454.72,24.79
44.99,0.01,180,581.39,1453.48,24.16
44.99,0.01,175,582.1,1455.25,25.04
44.99,0.01,170,581.41,1453.53,24.68
44.99,0.01,165,581.27,1453.18,24.52
45,0.01,160,582.55,1456.39,24.85
44.98,0.01,155,583.75,1459.36,25.63
44.98,0.01,150,579.14,1447.84,23.65
45,0.01,145,582.36,1455.89,24.88
44.99,0.01,140,582.02,1455.05,24.6
44.98,0.01,135,582.4,1456,24.82
45,0.01,130,581.36,1453.41,24.37
45,0.01,125,581.75,1454.37,24.42
44.99,0.01,120,582.16,1455.39,24.38
44.99,0.009,115,582.53,1456.32,24.76
45.01,0.01,110,583.03,1457.59,24.64
44.99,0.01,105,582.08,1455.21,24.14
44.99,0.01,102,583.18,1457.96,24.57
44.99,0.01,99,582.97,1457.42,24.33
44.99,0.01,96,583.71,1459.29,24.57
44.99,0.01,94,583.39,1458.46,24.44
44.99,0.01,92,583.92,1459.8,24.77
44.99,0.01,90,583.55,1458.87,24.14
44.99,0.01,88,584.29,1460.73,24.77
44.99,0.01,86,585.03,1462.58,24.6
44.99,0.009,84,583.16,1457.89,24.38
44.99,0.01,81,584.02,1460.05,24.58
44.99,0.01,78,585.43,1463.59,25.39
44.99,0.01,75,583.65,1459.13,24.58
44.99,0.01,70,583.99,1459.96,24.71
44.99,0.01,65,583.25,1458.13,24.4
45,0.01,60,582.6,1456.49,24.18
44.99,0.01,55,583.23,1458.07,24.52
44.99,0.01,50,583.84,1459.61,24.87
44.99,0.01,45,571.49,1428.73,20.15
44.99,0.01,40,581.37,1453.42,24.22
44.98,0.01,35,584.28,1460.71,25.77
44.99,0.009,30,582.17,1455.41,24.52
44.99,0.01,25,582.22,1455.56,24.49
45,0.01,20,581.46,1453.65,24.49
44.98,0.01,15,574.17,1435.42,21.21
44.99,0.01,10,581.84,1454.59,23.82
45,0.01,5,581.89,1454.73,24.48
50,7,240,44.64,111.6,19.29
50,7,235,43.98,109.96,19.13
50,7,230,43.2,108.01,18.26
50,7,225,42.72,106.79,18.29
50,7,220,42.33,105.82,17.88
50.01,6.999,215,41.95,104.89,17.29
50,7,210,41.84,104.59,17.05
50,7,205,42.03,105.08,17.02
49.99,7,200,42.26,105.65,16.12
49.99,7,195,43.05,107.62,15.78
50.01,7,190,44.26,110.64,15.56
50,7,185,45.76,114.41,15.66
50.01,7,180,46.27,115.69,15.22
49.98,7,175,45.67,114.18,15.63
50.02,7,170,44.47,111.16,15.58
50,7,165,43.56,108.91,16.41
50,7,160,42.7,106.74,16.65
50.01,7,155,41.95,104.88,16.55
49.99,7,150,41.77,104.43,17.25
50.01,7,145,41.77,104.41,17.77
49.99,7,140,41.87,104.67,18.13
50.01,7,135,42.3,105.75,18.89
49.99,7,130,42.55,106.38,18.58
50,7,125,43.07,107.68,18.93
50,7,120,43.55,108.88,18.66
50.01,7,115,44.14,110.35,18.1
50,7,110,44.92,112.3,18.3
50,7,105,45.47,113.67,17.32
50,7,102,45.4,113.5,15.52
50,7,99,46.36,115.91,13.81
50,7,96,54.38,135.94,9.85
50.02,7,94,90.08,225.2,8.09
50,7,92,121.67,304.18,7.77
50,7,90,59.66,149.14,8.82
50,7,88,50.34,125.84,11.72
50.01,7,86,48.54,121.35,14.44
49.99,7,84,47.73,119.31,15.45
50.01,7,81,47.33,118.32,16.74
50,7,78,46.98,117.46,17.59
50,7,75,46.42,116.05,17.54
50,7,70,45.67,114.16,18.02
